,Matiz,Saturacion,Valor,Brillo,SRE,LRE,GNL,RLNU,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV
2076,24.14170000000001,127.18920000000004,169.7261,140.02495206212356,0.016538739770662416,1894.0697786786545,0.8743374853909601,7548.823062231035,0.2296673665487045,262.2549852726959,28301.222470245484,7.869958765286554,11.528173588426334,0.00021825602329846806,5.531126321380309,-0.3379079052213911,0.9922696492343874
1860,26.376700000000007,79.81909999999999,176.93489999999994,168.11338138292263,0.047025954451867746,1184.7006560429477,0.9124992625339998,6832.327161494593,0.36666046771983896,330.09963457391837,26144.607989935444,7.394713614601323,10.159256947667823,0.00044298432129778173,4.340772888308199,-0.4392759527349242,0.9979542473990585
2396,19.903500000000005,114.9297,182.13310000000004,152.39654195551813,0.03393173275970899,1724.7478766267968,0.888101518086304,7731.044539881816,0.2772245986019338,292.75657637302834,29199.430282900474,7.615553758587519,10.94133606711023,0.0002769343983970611,5.265525608275485,-0.37082227812712304,0.9950302011101707
885,29.1287,101.70290000000001,176.0158,149.31386003985028,0.015477405433448962,1701.0398956138706,0.8554366647373546,5968.820448665283,0.2576272987594678,315.9344023389816,22174.241899047254,8.009149804325828,11.241034062833181,0.00028603408289993394,4.821868328165136,-0.41214064660028793,0.9979462859754207
1630,28.033399999999997,91.238,164.12649999999996,154.7202533607026,0.027135034175778325,1226.882585071252,0.9059071429750293,6590.614791018122,0.3133403599131783,302.1075709868695,25135.57657900124,7.687007960751133,10.776971974984589,0.00035221698909051357,4.606774658316476,-0.4113210696590338,0.997466411517605
910,27.823299999999996,102.86959999999999,171.02789999999996,149.08328779578213,0.01866073187990441,1650.264281891697,0.8654952035593239,6215.447511270898,0.2665481974902126,306.72063011100386,23211.525763191898,7.894300431265743,11.212137340617751,0.0002819968700964339,4.92296840930045,-0.3929276694813355,0.9971071750075502
869,26.99979999999998,103.63219999999997,175.45919999999998,146.65061984185405,0.015365666382746546,1741.1915435557346,0.8483952820419114,5829.390273353707,0.2531813477199915,313.648190439751,21576.36954985909,8.07538591723381,11.341381990367825,0.0002815467822042166,4.828874999015844,-0.4151096214320917,0.9981214060741516
2768,102.24119999999998,49.844400000000014,143.1023,156.3794708393656,0.03150637324425714,654.2085679107836,0.9571393064232459,7621.796854346311,0.3700827942161892,256.55596787755826,29832.978849474464,6.322981365614786,8.963342582353555,0.00044038652309484323,4.4641079685199365,-0.31454770548459304,0.977133641470219
3042,99.72029999999995,52.71190000000002,139.40410000000003,151.85456364561455,0.016345815992235755,616.2575700203276,0.9504691726714376,6219.845877134827,0.2781675537345519,246.54756934823502,24263.125938518995,7.135030124448355,10.477202700058777,0.00026733365514654457,4.955936709613523,-0.2936573804306708,0.9840771823249029
2371,22.32580000000001,124.81289999999998,168.1232,143.07919170864784,0.02210960115248394,1635.3348195642002,0.8982278078167962,8054.938298510296,0.2431547166345567,261.8445636154343,30584.41837447699,7.760955269650188,11.278964077999714,0.0002254631729654974,5.408632968479417,-0.35054864423095583,0.9939841728233935
1642,26.666499999999996,86.04889999999999,170.72010000000003,162.63515271920767,0.038818660152692724,1252.858586682155,0.9061378183064563,6747.954236750447,0.3454843948469926,316.30956643749073,25738.95836031964,7.453168331475865,10.370144964930649,0.0004035562982667014,4.499023628803158,-0.42047481214324123,0.9973569504379446
3122,94.23730000000005,44.438200000000016,143.45450000000005,160.14025009347276,0.03950350907025046,604.2162299024956,0.9620974296790747,7969.935370354399,0.38744832050522643,262.0509290320977,31275.5252515151,6.1537344166303045,8.68086827451345,0.0004757366902904958,4.333360740343489,-0.3192049547411558,0.9764062109171895
708,28.447900000000004,101.44129999999997,173.91209999999995,147.57543291483174,0.013007507771655234,1575.1786210415482,0.8662573330746757,5959.935142877312,0.22505889670530632,309.0502532716442,22264.561950467687,8.069611840022421,11.477300919106328,0.0002466314743402114,5.04068387960588,-0.3925700134785639,0.9972967795796723
710,27.842100000000002,104.21860000000002,171.91459999999995,143.8189000096997,0.010932402536225294,1575.9777595878504,0.8635492961006601,5846.340972078964,0.2142131167766953,304.3614556314243,21809.386128728012,8.158317399540918,11.621494254517021,0.00023869480802943488,5.059374374978466,-0.39164438703116644,0.9974184778679013
2343,20.378200000000003,133.3341,158.04959999999994,132.00928149187087,0.014672056427687845,1656.2947453870495,0.8895626037681661,7518.730894264688,0.20655926599288937,236.1768842093559,28418.628831671707,7.942407979587842,11.771285556293988,0.00017730807091748528,5.581970087794873,-0.321169499959668,0.9918535260923053
3068,84.52599999999997,40.087600000000016,131.12620000000004,148.04035665993243,0.024888123041724483,571.9608721131283,0.9596424055167497,7092.7190183655075,0.38138142846123585,237.57368985935503,27798.915201348907,6.269374668698564,8.859536742428013,0.0004704705240995674,4.330575998024509,-0.32060856830040596,0.979506901963082
3194,110.12029999999996,96.01019999999997,171.30390000000003,146.49023585208676,0.012378608518463386,2253.828799321368,0.8219952268216777,6285.819357284579,0.2270981777166929,261.8613626388202,22889.44862981698,7.494158483416488,11.116500155713718,0.00019103717721761333,5.614471616557743,-0.26314946374766085,0.9759509265283024
263,21.3612,145.88419999999994,150.13010000000003,138.05400465035413,0.01280604029789172,2361.443574612089,0.8839935096040304,10129.099128101625,0.28407440569912795,212.90052481340211,38154.95293779443,7.604648967491689,10.805435175538006,0.0002958627791009126,5.123341134853878,-0.350464134840359,0.9926392121918887
825,28.558900000000005,104.1766,176.17019999999997,145.63630968958256,0.010628190552601384,1647.7526719218877,0.8583228775515743,5889.881151840176,0.21821813469003934,313.2409268171223,21911.771935438817,8.215940522502514,11.588613756165767,0.00025224524616251556,4.927556425305803,-0.40636467457991043,0.9979848107380913
3028,111.08089999999999,52.9366,133.2603000000001,146.02392304002794,0.011985447697703433,535.5529353706714,0.9565255273558855,6156.768002295877,0.2676778839017911,235.94469021619983,24091.51907381283,7.035753370481126,10.331114230820933,0.0002701702016022615,4.888217229359571,-0.2886771866259543,0.9804721675673864
296,21.87559999999999,152.7494,146.32399999999998,131.51291647591123,0.010052679974547264,2633.2036054077425,0.8648424593540912,9686.911735232574,0.2627998807800235,197.5446534182802,36114.44333552256,7.5859473800369095,10.862896861055649,0.00027870128554581173,5.118847854267198,-0.3373367687421856,0.9907908754629356
587,16.625000000000004,151.12249999999997,163.63729999999995,126.98780768247005,0.008805901803453158,2733.2604491127286,0.8250192494214548,7834.021840437246,0.19120188944799119,224.03964249854153,28602.826912636254,7.972965688257987,11.983890589428446,0.00016555387880779713,5.829189037915544,-0.2992634886074255,0.988097141185562
2546,35.372800000000005,122.66600000000003,170.78870000000003,152.82455430983597,0.03656150288558527,2271.7122307527497,0.8817950176234548,9562.24394548577,0.30440152978854146,258.0613320869927,35977.26355119034,7.223894888686383,10.541574823706144,0.00030484811235138864,5.222643379163961,-0.3321492181149734,0.9889617808952699
444,13.130499999999998,146.70410000000004,145.0489999999999,137.8018769828626,0.018483513993785547,2192.769055953606,0.8934392160020435,10239.010446117552,0.2903534345014899,207.0557473971782,38763.27272851661,7.4350193797777555,10.619416746818773,0.0002994157906016441,5.113825553015679,-0.34042489173153323,0.9904618225424604
1992,28.359400000000004,128.93909999999997,183.9361,146.37717752436683,0.02517881439591866,2783.263694955775,0.8360774495916944,8452.368337841517,0.26342317686076633,266.000758401419,31026.20965641031,7.65870965247446,11.22980975100605,0.00024374415308715808,5.494699592116451,-0.3335601324290902,0.9913253286536167
741,28.35919999999999,97.29650000000001,180.1134999999999,150.52991297413283,0.013134148669430452,1554.029064870279,0.8561377321450852,5478.702477429776,0.22545651032858036,321.22639871088506,20360.78084484883,8.027840187531213,11.396406410345216,0.0002460601352711779,4.989024146318126,-0.39414991727933046,0.9973827354969541
1919,28.757899999999992,94.86029999999995,160.2998,145.2772810868926,0.01636832950127061,1250.3776209927564,0.8946497866068425,5995.328893888033,0.260438176462278,292.2426923219504,22730.937954559377,8.00931009748572,11.491465964551931,0.00026361294169902376,4.918113185633668,-0.37773296783143506,0.9968003125262235
2530,38.1223,115.29549999999999,176.8973,158.93505434610705,0.0482751379277367,2238.3177430582705,0.881866291968421,9428.919557108275,0.3215747673249694,273.79237437977287,35477.36048537484,7.033840751195962,10.265552965889892,0.00033490514344623073,5.15922072457358,-0.3307407499787166,0.9874657954455766
956,27.995400000000018,102.25050000000003,173.8951,147.5598580237864,0.016858077417674297,1609.6596962858325,0.8575891866035705,5732.968408175771,0.24732987389669348,310.00549951103886,21322.213936417254,7.940104058504507,11.295050811152237,0.000261235408557935,4.972938351012936,-0.3912110546404023,0.9970692526245254
1318,29.461200000000005,98.0759,163.55850000000007,145.67120648913428,0.013152576967337123,1433.3026483915833,0.8805147540305414,6062.136085502536,0.27864442406324047,297.3625694208336,22815.24169361855,8.105385729229937,11.340770715153887,0.0003186170490945053,4.673890386907704,-0.41773431943409123,0.998247165473815
66,20.0267,138.92960000000002,159.8708,143.00458803828639,0.01615967744919934,2158.599526111413,0.8933251707848893,10084.107224732397,0.27495716948641913,235.92381412153128,38177.829372818196,7.672387515938835,10.908606238106014,0.00027058223037260007,5.264873192604776,-0.35794614916446643,0.9938808491345605
326,18.099700000000006,150.919,145.71459999999996,130.11747038733884,0.009017110710915138,2474.415779372984,0.8683880043775691,9365.824984175093,0.24517121042893977,199.1544233517511,34988.88415732738,7.747404634543679,11.17259453986383,0.00025155489483571765,5.253142074577664,-0.3373390573217546,0.991665147485587
134,16.914,137.26969999999997,172.65829999999988,137.27469431763453,0.012009014673067978,2258.507031299004,0.8604315931199097,8099.582551911937,0.21177988504881012,255.47206582923246,30139.82317634875,8.042963222142953,11.775936775222668,0.00018957744507883397,5.650152993072528,-0.3416378155317524,0.9941331794046745
1302,28.993499999999997,96.16939999999995,164.6471,147.56886053636111,0.013190041600660812,1388.9463244596977,0.8855780315073487,6131.977265848011,0.2750333709016648,300.1665533180811,23138.962738932347,8.112082906752557,11.347921940228964,0.0003138719706163385,4.679814296179808,-0.4185699008388658,0.9982929461581025
2596,99.52609999999999,52.34030000000001,135.27719999999997,147.48906027227918,0.02127276587380405,587.5303114042524,0.9575711182325884,6914.48621467902,0.3433574578976408,239.38480280622858,27070.414547311833,6.543878936457725,9.302559491327806,0.0003968203770984361,4.557130174374871,-0.306912156703323,0.9760569422771763
576,15.793700000000007,155.00900000000001,151.151,125.03141565222718,0.007225489897343922,2700.6152406520537,0.8417042957394721,8507.373508229313,0.19883368200524879,200.70150950112364,31328.878792265205,7.816516473540246,11.65446494886652,0.00017608218121339768,5.664241271586931,-0.2960056804055183,0.9869615547638111
847,28.032999999999983,100.42260000000002,178.28869999999992,151.15969270939922,0.016185942775735422,1660.3103406329562,0.8583591511633528,5945.043301339495,0.24790934892101088,319.40043813059367,22119.862864725037,8.017267957480035,11.256294286740742,0.0002798767994489814,4.82182768947466,-0.41419161985349034,0.9979994381619816
2745,103.88840000000003,55.365199999999966,149.52450000000002,159.95910852464763,0.03174273284045382,674.4071052344214,0.9552590096367314,7513.872190652195,0.3512281852220409,265.34670228364985,29381.081657374358,6.5390225407135265,9.292743836587281,0.0003967444830522701,4.6081282399982735,-0.31744031448836607,0.9806423587292089
1061,26.715099999999985,111.23359999999997,168.7009,140.48789058135935,0.011636909033052369,1663.5574419350207,0.8524323355102342,5728.685322852193,0.21263029333837158,296.54372918252716,21251.18384947376,8.146186188529132,11.872205682951801,0.00020394369244763078,5.2458647584018365,-0.3556016212538156,0.9958156325764025
2309,19.84380000000001,133.39089999999996,158.18590000000006,135.31431557673415,0.018179599317018198,1775.7029642749696,0.8906297259839219,8121.2815157968425,0.22806439364020067,234.92435435028867,30709.423098912408,7.769470510012842,11.486441776479808,0.00019731580845819358,5.5473122455450286,-0.3199422545417532,0.9907638705058227
2243,26.037399999999998,128.86869999999996,159.3986,140.48767098930782,0.02006115270082118,1689.856177321257,0.8996835612906313,8397.05236612778,0.2540498123365401,241.55726228956226,31898.353287189868,7.647030289753222,11.145443621199691,0.00024665073379392325,5.342920769877413,-0.3329586143815933,0.9902377999316614
1431,28.15349999999999,90.55919999999996,170.68130000000002,153.96995583554605,0.020236827533065847,1379.5197433633157,0.8880549208847811,6226.241057950353,0.305588964702251,313.15884106109,23525.4444884381,7.910914946978192,10.996170088754194,0.00035005048723288004,4.565831819367164,-0.4290681577331265,0.9983422879541402
976,27.174300000000006,99.59269999999998,178.58810000000005,148.0539678630735,0.01377225643851855,1607.368536080045,0.846334559830571,5311.4119510022865,0.2267331098866189,317.4996045317197,19638.279267929098,8.018151749366544,11.427435076653204,0.0002477520356339649,5.002882739826286,-0.3897319288569013,0.9971961599970592
1616,28.192000000000004,95.53470000000002,164.94740000000004,147.72860792683318,0.01470823985686806,1382.052805801607,0.8856806133472834,6106.864160584954,0.28005708469106605,300.75033526039994,23045.403836538208,8.084377474112145,11.289512870583744,0.0003188873321046459,4.666333599223316,-0.42261649636965515,0.9983629366120461
1852,26.21719999999998,80.1268,178.30649999999994,166.54451446985578,0.04464213259133666,1269.7890298334298,0.8998478278999829,6408.563701064288,0.3604151213686989,331.6474626694293,24364.465774423716,7.432126025602409,10.226380449900557,0.00043264703495378713,4.3511521991559245,-0.44011322612910136,0.9980403323643533
2016,18.04019999999999,128.4739,182.51879999999994,146.19357817633443,0.026049646323070164,2511.2973583619164,0.8510245431640107,8400.871551323915,0.2611367519502977,266.970968181949,31092.18884693375,7.700672528659381,11.263028078786189,0.00023787808368630524,5.512607985303355,-0.33748612075229756,0.992280951150189
899,28.2429,104.42120000000001,169.12080000000006,147.6291492219609,0.017827228692534915,1679.0872995840307,0.8663070027087307,6357.368459781273,0.27123956430484786,303.31590570140673,23750.38653954107,7.921936255229834,11.19479162298338,0.0002920245057810406,4.871842712784284,-0.4004256317345253,0.9974338455272247
1899,28.62219999999999,97.85779999999997,158.44289999999998,141.87968600190797,0.01445959697868842,1313.5089912567798,0.8855960501401423,5805.050290064609,0.25587866903194584,287.46598124759646,21906.692169001675,8.029263283438436,11.567362880525291,0.0002581334323599788,4.935800737212867,-0.3713934306783485,0.9965132031406309
335,16.036800000000007,143.11369999999997,155.80759999999992,132.12429602461464,0.012072548932849201,1879.580302342906,0.8921351023914542,8713.933726233026,0.20459578735015915,232.4594532592174,32976.154602589195,8.056797651452568,11.78474863429016,0.00017727853898921012,5.630394033458952,-0.3349660922617276,0.9938864939067928
468,14.683199999999998,151.21490000000003,145.5219,134.13149630120438,0.01563842635096461,2461.4494916354697,0.877274668829544,9974.697246952475,0.2849433627868244,200.58737529438392,37437.33949617443,7.486593007159812,10.703080801651165,0.0002958712581587567,5.1012691115828135,-0.33858427430377636,0.990472095100613
2640,102.47969999999995,58.5732,139.8899,149.61539559818033,0.027154754457851996,713.2088723154884,0.951312157494739,7308.034545660946,0.36503138014454145,244.4905204379982,28518.92931032831,6.403970760166761,8.987777316767163,0.0004410679402703985,4.492437162684013,-0.3167164366800087,0.9756583964474388
2699,106.01599999999996,58.88260000000004,149.57949999999994,156.65852801555363,0.03271997612715125,862.4756133763171,0.9429462941275321,7527.921936932548,0.3609076386315749,260.55705135569633,29249.212134353882,6.469905177169202,9.176409026625732,0.0004194671954628798,4.5893718379120285,-0.32027439327568913,0.9798955158871028
1292,27.196399999999997,102.77859999999998,173.76139999999992,143.89295952200024,0.012245631280520915,1571.6958470944892,0.8512689946126599,5361.905977936792,0.22008863279279423,307.85050622817135,19875.928064652668,8.06412867776398,11.537721585654415,0.00023946998240917885,5.03114041601839,-0.3840728136752652,0.9969987997378796
1703,27.281399999999998,89.31889999999997,165.61929999999995,159.82073958031856,0.03393875888272283,1125.5097624038895,0.9218203187695355,7258.2510233986295,0.3297638938334015,306.774704986409,27907.494331190635,7.63880213574834,10.711516227791352,0.0003641638543962084,4.632255415917023,-0.4107896459885327,0.9975089324259011
2004,21.80470000000001,127.04480000000001,183.8475,147.54078012536058,0.027083293226652795,2658.840225061547,0.8435283732628598,8460.304867271818,0.2660632468515315,268.0914352475807,31182.379244025742,7.654848230992163,11.21661743861936,0.0002444733008908279,5.4902960843456965,-0.33476822201969164,0.9917567016003742
2577,93.4823,47.7921,131.92610000000005,145.14483766224689,0.019644442049893317,614.5667120342248,0.9540220887011603,6682.461332079532,0.3505693545541215,234.57053871465234,26115.27861628392,6.576779596629275,9.338328762046247,0.00040679313811538243,4.540102625770595,-0.31037448762053726,0.9782412643642467
72,14.8923,142.64579999999995,159.04379999999992,141.1928542809444,0.016070107792740665,2451.6226846841905,0.8750345285810307,9753.634429672344,0.25414593769597366,226.25180009470512,36562.91503400519,7.556830235943412,11.065232746091196,0.00024380953897530378,5.351297538405224,-0.3204529006896179,0.9888034033884536
1959,25.052200000000003,131.2458,174.2225,142.69994849333338,0.019030749838425877,2307.9204374033,0.8635418061431523,8427.334042676266,0.2512687513942883,255.67058135224295,31401.41573330176,7.763917455895657,11.360258257316481,0.0002347705841636355,5.492776431504914,-0.3303157621501152,0.9908894372302174
2403,22.197800000000008,117.15980000000005,181.93880000000004,149.52003310593534,0.02641016379625816,1761.9728291881524,0.8823012994889339,7513.062736055585,0.25924714636189666,290.9870556757683,28290.278115034183,7.762293603998264,11.149919927296477,0.0002520513077125359,5.3257665270725205,-0.37153152589199523,0.9955109693003533
1007,25.603700000000003,97.11000000000004,179.60250000000005,151.32651254819825,0.01589061733091608,1539.2280552077377,0.8679089714914091,5891.771764184916,0.23340389138398462,320.494210214944,22027.859001531924,8.034913237229778,11.414538687631602,0.0002490364393005822,4.990133842641854,-0.39487182532531395,0.9974631055226605
2432,25.127399999999998,103.51690000000004,186.76669999999996,164.704825673081,0.05099014143473812,1541.9946255727443,0.9008893524097716,7811.018053156871,0.3220299096205114,314.8875817127504,29702.07758705477,7.214136902824293,10.22780283690564,0.00034625148900159475,5.03839632147618,-0.3864877934214415,0.9951694555872262
2109,24.087199999999992,128.47650000000004,168.89619999999996,139.34291155275895,0.017819695900407065,1906.2697638439568,0.8742907305650859,7593.845956685864,0.2334247328748578,259.8320660661262,28469.114062899494,7.848047552397654,11.506245090123175,0.0002230291294716031,5.526339655018524,-0.33656152138880224,0.9918458523216759
2014,20.728900000000003,128.1947,182.69899999999998,146.39504977969713,0.024277522324377868,2547.8162524518702,0.8491922437600201,8417.185767538767,0.2571892635412599,266.9392332800944,31120.926817703203,7.708037640174298,11.27902788035623,0.00023273583416742827,5.520808182127468,-0.3353971558558043,0.9920558574775099
765,29.010299999999983,95.4082,184.71130000000002,151.92642758914593,0.011101346481524211,1609.4832467101746,0.843035886855952,5204.302041546539,0.2207500407498337,329.8849312776823,19207.724919475975,8.058211318593894,11.419972568265054,0.00024812903721420647,4.9552997397856915,-0.3993365347614839,0.9976234046859211
2847,96.7507,42.86270000000001,132.6316,148.3023297187202,0.022950758930620464,554.3154348667981,0.9603997508220254,6998.519448263764,0.36452509275712364,239.44334303786374,27439.76235818826,6.428684482942018,9.119640607994356,0.00043935890286582035,4.391167564196065,-0.317648034622037,0.9789781431899951
2893,106.69799999999998,87.80069999999998,175.61190000000005,153.29859881942824,0.017658841020154477,2329.3421859907035,0.8255666947660502,6636.9266999925785,0.2529891309183113,273.713283751004,24218.364613979633,7.409607880957274,10.925988976115073,0.0002178413269996503,5.536291431924922,-0.2736344735041712,0.9791148957256837
2370,23.007500000000004,124.21399999999998,168.1335,143.50641449078157,0.022087014144967682,1619.7279301187223,0.8994505929657625,8073.658543409275,0.24248497750808978,262.01386743516485,30674.90624351838,7.754450875157975,11.26180028083285,0.00022530204519973513,5.405081343528827,-0.34997018826783133,0.9938645243910564
1738,28.82360000000002,98.16249999999995,162.25809999999993,146.34521720917292,0.018300370645090477,1442.7051252186466,0.8807206595672947,6123.723589166809,0.27538799270647896,294.8320382678115,23052.18923144858,7.92951153584705,11.34062132151965,0.0002849889652591596,4.869199741136227,-0.3836896360477367,0.9969104415359689
491,17.427500000000006,154.5681,141.75500000000002,126.42327554687073,0.007875982273647912,2569.395179060353,0.8614698427365026,9239.690178570445,0.24985889896860383,189.90956209269592,34389.36553522144,7.740390080947355,11.16296431079394,0.00025598874305426337,5.222861926412553,-0.32734364307072605,0.990354971803137
786,28.333900000000007,95.70620000000001,184.11219999999994,151.62628861777236,0.012586074128715014,1603.4388501996145,0.8503531937741807,5430.656962767403,0.22535964571786724,329.01898150594263,20119.18900086998,8.086085387295052,11.425895548364943,0.000251251209653,4.936053868992115,-0.4036916240544874,0.997805526293244
1704,29.47639999999999,98.57760000000002,163.04140000000004,147.37194509132325,0.016615825710033217,1381.5724219676704,0.8908487710001337,6397.682200487978,0.28187509648786985,297.13225101415605,24209.15637998425,8.032702347973505,11.339534877596622,0.0003066538580100533,4.7552809731017165,-0.4054152295112575,0.99782660673898
2510,36.62910000000001,113.8638,175.0488000000001,158.02013953923722,0.049172583908854525,2014.202241719579,0.8887538562081878,9034.906252068622,0.31903934632247455,275.4497392248044,34125.42276655492,7.045234558038465,10.326718186634098,0.0003299799759796281,5.187517892078865,-0.3288838079615225,0.9874911175235012
991,26.988899999999997,97.26509999999996,181.8160000000001,150.23780083587485,0.017922313010942506,1626.6295318329644,0.8440519500940531,5293.135536865535,0.23812435788006422,323.9538203412002,19545.912615629164,7.977635954878693,11.337312790915096,0.00025742117776305127,4.975245948517221,-0.39418981877858417,0.9973069999010897
1332,28.583000000000016,97.18139999999998,164.8284,146.8171148061424,0.014228957629845216,1444.8799201771678,0.8794910136331286,6059.561942322195,0.28221100650661896,300.01627839440766,22793.367849111608,8.07318106756137,11.280047543957494,0.00032447225764859936,4.652277306789705,-0.4211863857042933,0.9983069130787979
1052,27.796499999999984,111.15170000000002,167.40129999999996,141.9694812274807,0.011559951957944745,1575.0490376146872,0.8683011916710035,6065.270543092519,0.21154591772358933,294.7113351120634,22686.033134755384,8.158150528605734,11.859518645224997,0.00020478648746040962,5.24885704499083,-0.35912800175810017,0.9960296279343375
824,28.8171,103.47799999999995,176.61460000000005,146.00458348969732,0.010063709156919972,1634.2660688091755,0.8591045748702286,5873.519142445649,0.2166305722293533,314.0710070151136,21859.81050097342,8.21980204988635,11.595653805595418,0.00025112050921274285,4.9314048813851095,-0.4061799374575249,0.9979796135069914
1285,26.68300000000001,104.1901,171.49819999999997,142.2581442308313,0.012059858979858694,1543.3758249928721,0.8555277699676724,5417.385485607542,0.21653159677008813,303.3148757830834,20126.1661174373,8.09314602325115,11.594506709542525,0.00023466396837798145,5.049738895718731,-0.38044291083463094,0.9968969399859774
480,15.1975,152.17209999999997,144.66260000000008,130.41105589634645,0.01187267270252141,2512.984148414998,0.8692326532204355,9561.600285814291,0.2704358978141887,196.3687330714553,35733.416994842184,7.639806963711504,10.967282281704648,0.00027612533033758883,5.154582274029456,-0.33449367511501793,0.9909029782633026
663,27.5665,105.34549999999999,172.33949999999993,142.05596432392412,0.010895987944764788,1665.1365324645064,0.8464445222019619,5500.029211666975,0.2204243085691471,304.99288121384785,20334.98031420339,8.11872651517733,11.588799536425338,0.00024197891814058077,5.001079811432481,-0.3906352817741778,0.9973954213109993
931,27.264400000000002,100.25479999999996,172.9953,149.9469459508929,0.020635178088838926,1640.2420860033913,0.8627435570372005,6052.478883439935,0.2647386757177416,309.94393611837097,22569.673447756355,7.858345466528225,11.159506093233794,0.0002797893842848133,4.927987394217108,-0.3926441956667849,0.9970032267728782
1840,26.91689999999999,83.2426,177.51069999999996,162.37119695315423,0.038713981507462865,1374.711147078269,0.8838682403092074,5994.967103571938,0.34770542042970715,328.263813171733,22605.157267209484,7.51346288361022,10.384290782282298,0.00041168508063698674,4.401305844082071,-0.4367041366066149,0.998025096211662
70,16.3712,142.81209999999996,158.07740000000004,141.1636932784064,0.014079660320203278,2446.249717951858,0.8760814505238559,9813.700782994076,0.25181416997539763,224.85035496848832,36808.55341402446,7.566777893410026,11.061731332491867,0.0002452575142107699,5.329280535951404,-0.3222854690596652,0.9891104285348195
1484,28.6443,95.23579999999998,164.0336,150.34616423440937,0.024009717891929964,1376.787614949417,0.8870003221326976,6167.124581633637,0.29910494118769015,299.3616435341501,23291.71071158513,7.769653474937115,10.835711656052881,0.0003396530609753629,4.6533940604635085,-0.418255162134141,0.9977465074722597
1542,27.469199999999997,91.9066,167.99159999999995,152.6850925925645,0.02050533549249101,1346.1299401245042,0.893097441346204,6358.782632403561,0.31043369252726877,308.1677212420763,24089.00058948974,7.927420292935033,10.988087686764496,0.0003580954857836132,4.549660760896739,-0.4323315821191827,0.9984213726132981
266,17.5034,152.60679999999996,145.16870000000003,130.84835191931154,0.009912515341595967,2417.395394499123,0.8751275389905709,9639.0210739596,0.2727149636835019,199.47189864417288,36138.68890133929,7.687983871401896,10.96979046867563,0.00028370226431520437,5.162250494722357,-0.3469486299832639,0.9924910417679897
441,13.647099999999998,146.32240000000002,145.32490000000004,137.37750434477982,0.018578100317136578,2176.693158062365,0.893098042923696,10133.827921259373,0.2885039468789427,207.7292283471859,38358.61852697512,7.4686842845964225,10.676200549170138,0.0002935020786174531,5.147553443010314,-0.3401334262546522,0.990732793887945
922,28.290399999999998,100.8338,172.57399999999998,149.76918207695468,0.018495995818793347,1630.183893253829,0.8633437424001797,6044.385016066271,0.261067153592096,309.2219874331244,22547.356171011263,7.8937362911134334,11.226371296698506,0.0002740119329630806,4.945340707827868,-0.389130435403962,0.9969209757123321
1175,28.340799999999998,106.3431,168.5215,142.9833906438087,0.012637002000369772,1714.911427711852,0.8519511710190883,5875.822079102415,0.254259296695176,300.3721599330524,21788.3768886978,8.066751655188746,11.41274688301916,0.00028195252941551417,4.866571510182151,-0.3994015926401439,0.9975995004437584
1247,26.7806,103.6048,167.6963,142.2870004603372,0.011662951913148359,1447.6162247010386,0.8740301575434425,5810.209074833484,0.20904049329354432,297.95089599596065,21793.220074632885,8.16317946197325,11.827296618609893,0.00020344828333800807,5.2012122934376475,-0.3639186707561625,0.9964016280572776
2997,98.15709999999999,43.5041,148.4276,164.03132353303744,0.03847634069337529,571.6576481948467,0.9622376955775308,7560.528804962384,0.36138565851051563,271.4591415398481,29670.457571654693,6.4957791936655305,9.2733117156987,0.0004098830437309134,4.555270323971386,-0.3219056635592591,0.9826597018817844
1853,26.184900000000006,79.77260000000004,177.90939999999998,166.42903622865813,0.04224303254382257,1243.4835490766256,0.9025583098107616,6448.9436154159575,0.3587618023318174,331.03696871486164,24552.290912587203,7.4622049668471115,10.264566242363323,0.0004284443137609301,4.35563621131115,-0.4395982885645473,0.99806799441812
501,15.9623,156.92690000000002,138.70729999999995,123.4035433040721,0.007331634941803258,2479.5721303630717,0.8631886122977698,9032.5990741122,0.24611807354814982,184.63683542142482,33650.82416608573,7.747248251005535,11.204054061015945,0.00025254463573065524,5.211929716436303,-0.3275253362199079,0.9905293154914107
