,Matiz,Saturacion,Valor,Brillo,SRE,LRE,GNL,RLNU,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,GLV,RLV,Etiqueta
0,16.732799999999997,144.29519999999994,160.0794,136.23062467741974,0.012144886937763858,2186.9453141683616,0.8838109647602488,9403.896784513658,0.2398028469733952,232.83687299909218,35428.64182388628,7.909543251071265,11.359625464961006,0.00022398391530106161,5.456334711487089,-0.35556453464679005,0.9945748032781346,1
1,17.988199999999992,151.4892,145.5458000000001,130.1043012355856,0.00876535886074716,2467.4334374917266,0.8689920485700069,9382.752084860535,0.24256682237060925,198.91006209308836,35063.574901950415,7.746475473515573,11.167422626606992,0.00024998310463430405,5.258790190126031,-0.33814120561867583,0.9917034102958524,1
2,18.844100000000005,150.89220000000006,145.68539999999996,130.29347144043712,0.008948575583632828,2467.8048554333814,0.8691421376991572,9394.22648720949,0.24367533237398725,199.32002195197245,35109.10109340457,7.7446390874158775,11.15779539593761,0.0002513033002952627,5.253490841863504,-0.3386105570864818,0.9917450351697374,1
3,18.221900000000005,151.3385,145.6798,130.54237779357322,0.009227952823893514,2479.0946842287167,0.8692232560598039,9443.635540755382,0.24330218764387823,199.40001624951927,35295.44747879282,7.726658476967676,11.14637122704298,0.00025012495854704117,5.257131497015763,-0.33692788319324535,0.9914619010069574,1
4,17.6169,151.42739999999995,145.8660999999999,130.65569754128597,0.009248965293505874,2488.9258804989813,0.8688492688717877,9454.058588056168,0.24554990089878362,199.5903128889255,35327.308471725686,7.726850962448245,11.141689724812256,0.0002518025581625188,5.255671056700859,-0.33759142460640923,0.9915307210930746,1
5,18.199100000000005,151.2697,145.82489999999996,130.95126841691913,0.009709534435438401,2485.271087164838,0.8696121547712574,9495.901620521518,0.24493915555820392,199.81795666611728,35498.335394921225,7.713872139629259,11.111133387770453,0.0002500641026099466,5.265813401074156,-0.3380970194337036,0.9915786771508235,1
6,19.703799999999998,151.0822,145.94049999999996,131.0947313968033,0.009620395864336754,2493.3079197042957,0.8692824181082102,9501.86758999964,0.24708219316594862,200.03308937798084,35514.16244029427,7.709088378978426,11.111826649218209,0.00025275585612145933,5.257654226962244,-0.33672399416586535,0.9913609787233296,1
7,17.5302,154.93190000000004,143.2801,126.9286579145939,0.007439273088458732,2484.305044409258,0.865463588458473,9203.761867999863,0.23296263690052277,193.14142669651713,34330.7424275902,7.774413287068393,11.242214468666031,0.0002423598354169808,5.289189774390909,-0.332814590727145,0.9910192778060634,1
8,18.8833,154.36589999999995,143.67729999999995,127.33190291517677,0.00711547499633656,2494.885937757268,0.8653186030625395,9232.269120409166,0.23432506748353485,193.88664641991005,34434.1905438794,7.760360892017841,11.231986105951233,0.00024416088766814905,5.288024673491913,-0.33214806345416137,0.9909126984761508,1
9,17.0824,154.95930000000004,143.26329999999996,127.18443536848368,0.006859360799113736,2477.237795429431,0.8664154380738174,9243.021367064008,0.2304792546835202,193.39676823309497,34494.847672826596,7.770771721199124,11.24002924795043,0.0002413747693748826,5.299428730571901,-0.3320711683473077,0.9909458294799814,1
10,17.639,154.1281,143.40720000000002,127.43368353775229,0.007287477639766662,2477.3367909529125,0.866599884690441,9254.936802728913,0.2358947531467867,193.76086129398098,34542.41041996275,7.763142318435201,11.218483677492006,0.00024596934338851355,5.276077762640787,-0.33328995327983585,0.9910616283272073,1
11,19.009799999999995,140.88170000000005,159.73339999999993,140.62481644432464,0.014844676676092487,2172.833826775395,0.8901702883219081,9867.789140777106,0.2641637060918743,234.4916403025332,37298.32273633303,7.74856474636891,11.056320193197443,0.00025402796286272915,5.338394289687078,-0.3573802477693081,0.9941861819988845,1
12,18.2325,154.27649999999997,143.2928,127.54098400122213,0.007547992351289918,2465.7511300891597,0.8674581589541005,9272.093091318635,0.2344825490471848,193.83782445577248,34622.621235185376,7.752296110342896,11.206127853504269,0.0002454525239298783,5.276049607617629,-0.33269364626710574,0.9908985524684452,1
13,16.966600000000007,153.7998000000001,143.35069999999996,127.57619919091492,0.006905288115610918,2461.737780668378,0.8675711005671675,9264.175635549465,0.2368613352524065,193.98181789456333,34594.96476152948,7.765081305192319,11.22850951643004,0.00024757823501363885,5.269256341563388,-0.3325608762659087,0.9909832579456214,1
14,15.952800000000002,154.1082,143.07659999999998,127.51453877891728,0.007903786609106424,2440.710967957483,0.8687000308139327,9265.344243129797,0.23448120008872142,193.80756878026574,34620.66600456172,7.7522502688112285,11.206189859299574,0.00024295159206438353,5.2884087710209675,-0.33177428716047397,0.9907882716036672,1
15,18.693900000000003,153.91590000000002,143.15050000000002,127.62239850433778,0.00689925555354442,2441.396958711435,0.8686843828864307,9266.398135645166,0.2323842228007043,193.9700177318379,34624.19558386924,7.770664641538119,11.224329114783682,0.00024346842559001925,5.27928699595388,-0.33318887784418244,0.9911334147566903,1
16,17.00719999999999,154.05370000000005,142.89339999999999,127.56336817440969,0.007758901971147077,2421.639213797782,0.8697670681848493,9268.179671578207,0.2347201293443464,193.7933951730462,34651.07947251505,7.748954504568734,11.192019923144205,0.0002447814438290182,5.275489620649149,-0.3335806844978158,0.9910599269209016,1
17,18.213700000000006,150.04449999999994,145.45929999999998,131.86836732135572,0.009728582136903067,2396.687310287544,0.8753078037828044,9575.380988615634,0.2476533805528665,200.98583335059996,35904.836644175,7.684277395524417,11.065281077839225,0.0002539263970870977,5.2382489357222495,-0.3362279344351026,0.9912479549241581,1
18,17.45699999999999,150.49519999999995,145.09559999999993,131.6427855979962,0.009258673677723256,2386.35513749866,0.8758143153418418,9574.1253824881,0.24429878909752967,200.51326626495467,35910.146392453746,7.692472286424482,11.089937897082223,0.0002510961567918969,5.242488221434794,-0.3356871142020629,0.991209067665469,1
19,18.449800000000003,150.19889999999998,144.8865,131.39000228327876,0.009888209052129346,2369.667815149554,0.8762124938719734,9537.398589647808,0.24954787819524601,200.18761226156937,35779.92654344169,7.683672290000261,11.078991484722199,0.0002555172831086167,5.230993980767523,-0.33566290269035726,0.9911189099878025,1
20,17.1519,150.46630000000002,144.5465999999999,131.2259475103914,0.0107164388256326,2357.511586634541,0.8768812868026017,9540.475996954277,0.25228335495012477,199.79799709762742,35804.392401182566,7.676165579714992,11.059141212785535,0.000256608964844663,5.227200456211344,-0.33723166377814284,0.991198666044666,1
21,16.904399999999995,150.71509999999995,144.62319999999988,131.1429857064418,0.009822093070646014,2354.088893606095,0.8769567026892386,9532.796370635282,0.24788875973528512,199.8430821525276,35777.096588935034,7.690419780447306,11.075173140177542,0.0002555914492976954,5.218989118112878,-0.3383336770044357,0.9913895979151852,1
22,19.153200000000005,137.94950000000006,161.57209999999998,143.71608017198352,0.01649897356854598,2154.6438474672923,0.8929066167418592,10030.533322668358,0.269326423197245,239.52071263358792,37967.489443206156,7.696999248760681,10.971829060193953,0.0002595516976211497,5.313682227445574,-0.3568747974740146,0.9940093750261455,1
23,17.00099999999999,147.42900000000003,146.58610000000007,135.01077734758806,0.00988490251410548,2301.5736228270803,0.8831731562215855,9812.56144517205,0.24843158262557424,206.16163644264452,36948.67215786113,7.665566809548306,11.02420685250535,0.0002559354588315778,5.215502018463302,-0.3383231824303937,0.9914740646878251,1
